Fact[166]:
  (NOT-initialized p0)
  (NOT-initialized p1)
  (NOT-initialized p10)
  (NOT-initialized p11)
  (NOT-initialized p12)
  (NOT-initialized p13)
  (NOT-initialized p2)
  (NOT-initialized p3)
  (NOT-initialized p4)
  (NOT-initialized p5)
  (NOT-initialized p6)
  (NOT-initialized p7)
  (NOT-initialized p8)
  (NOT-initialized p9)
  (NOT-occupied_pqubit p0)
  (NOT-occupied_pqubit p1)
  (NOT-occupied_pqubit p10)
  (NOT-occupied_pqubit p12)
  (NOT-occupied_pqubit p2)
  (NOT-occupied_pqubit p3)
  (NOT-occupied_pqubit p4)
  (NOT-occupied_pqubit p6)
  (NOT-occupied_pqubit p8)
  (NOT-occupied_pqubit p9)
  (NOT-rcnot l0_l4_i3)
  (NOT-rcnot l0_l4_i42)
  (NOT-rcnot l0_l4_i46)
  (NOT-rcnot l0_l4_i7)
  (NOT-rcnot l1_l4_i1)
  (NOT-rcnot l1_l4_i40)
  (NOT-rcnot l1_l4_i44)
  (NOT-rcnot l1_l4_i5)
  (NOT-rcnot l2_l5_i13)
  (NOT-rcnot l2_l5_i17)
  (NOT-rcnot l2_l5_i36)
  (NOT-rcnot l2_l5_i50)
  (NOT-rcnot l3_l5_i28)
  (NOT-rcnot l3_l5_i30)
  (NOT-rcnot l3_l6_i23)
  (NOT-rcnot l3_l6_i27)
  (NOT-rcnot l4_l5_i11)
  (NOT-rcnot l4_l5_i15)
  (NOT-rcnot l4_l5_i34)
  (NOT-rcnot l4_l5_i38)
  (NOT-rcnot l5_l6_i21)
  (NOT-rcnot l5_l6_i25)
    del: (rcnot l4_l5_i15)
  (apply_cnot_l4_l5_i15 p4 p10), cost: 1
    pre: (NOT-rcnot l2_l5_i13) (NOT-rcnot l4_l5_i11) (mapped l4 p4) (mapped l5 p10) (rcnot l4_l5_i15)
    add: (NOT-rcnot l4_l5_i15)
    del: (rcnot l4_l5_i15)
  (apply_cnot_l4_l5_i15 p4 p3), cost: 1
    pre: (NOT-rcnot l2_l5_i13) (NOT-rcnot l4_l5_i11) (mapped l4 p4) (mapped l5 p3) (rcnot l4_l5_i15)
    add: (NOT-rcnot l4_l5_i15)
    del: (rcnot l4_l5_i15)
  (apply_cnot_l4_l5_i15 p5 p4), cost: 1
    pre: (NOT-rcnot l2_l5_i13) (NOT-rcnot l4_l5_i11) (mapped l4 p5) (mapped l5 p4) (rcnot l4_l5_i15)
    add: (NOT-rcnot l4_l5_i15)
    del: (rcnot l4_l5_i15)
  (apply_cnot_l4_l5_i15 p5 p6), cost: 1
    pre: (NOT-rcnot l2_l5_i13) (NOT-rcnot l4_l5_i11) (mapped l4 p5) (mapped l5 p6) (rcnot l4_l5_i15)
    add: (NOT-rcnot l4_l5_i15)
    del: (rcnot l4_l5_i15)
  (apply_cnot_l4_l5_i15 p5 p9), cost: 1
    pre: (NOT-rcnot l2_l5_i13) (NOT-rcnot l4_l5_i11) (mapped l4 p5) (mapped l5 p9) (rcnot l4_l5_i15)
    add: (NOT-rcnot l4_l5_i15)
    del: (rcnot l4_l5_i15)
  (apply_cnot_l4_l5_i15 p6 p8), cost: 1
    pre: (NOT-rcnot l2_l5_i13) (NOT-rcnot l4_l5_i11) (mapped l4 p6) (mapped l5 p8) (rcnot l4_l5_i15)
    add: (NOT-rcnot l4_l5_i15)
    del: (rcnot l4_l5_i15)
  (apply_cnot_l4_l5_i15 p7 p8), cost: 1
    pre: (NOT-rcnot l2_l5_i13) (NOT-rcnot l4_l5_i11) (mapped l4 p7) (mapped l5 p8) (rcnot l4_l5_i15)
    add: (NOT-rcnot l4_l5_i15)
    del: (rcnot l4_l5_i15)
  (apply_cnot_l4_l5_i15 p9 p10), cost: 1
    pre: (NOT-rcnot l2_l5_i13) (NOT-rcnot l4_l5_i11) (mapped l4 p9) (mapped l5 p10) (rcnot l4_l5_i15)
    add: (NOT-rcnot l4_l5_i15)
    del: (rcnot l4_l5_i15)
  (apply_cnot_l4_l5_i15 p9 p8), cost: 1
    pre: (NOT-rcnot l2_l5_i13) (NOT-rcnot l4_l5_i11) (mapped l4 p9) (mapped l5 p8) (rcnot l4_l5_i15)
    add: (NOT-rcnot l4_l5_i15)
    del: (rcnot l4_l5_i15)
  (apply_cnot_l4_l5_i34 p1 p0), cost: 1
    pre: (NOT-rcnot l3_l5_i30) (NOT-rcnot l4_l5_i15) (mapped l4 p1) (mapped l5 p0) (rcnot l4_l5_i34)
    add: (NOT-rcnot l4_l5_i34)
    del: (rcnot l4_l5_i34)
  (apply_cnot_l4_l5_i34 p1 p2), cost: 1
    pre: (NOT-rcnot l3_l5_i30) (NOT-rcnot l4_l5_i15) (mapped l4 p1) (mapped l5 p2) (rcnot l4_l5_i34)
    add: (NOT-rcnot l4_l5_i34)
    del: (rcnot l4_l5_i34)
  (apply_cnot_l4_l5_i34 p11 p10), cost: 1
    pre: (NOT-rcnot l3_l5_i30) (NOT-rcnot l4_l5_i15) (mapped l4 p11) (mapped l5 p10) (rcnot l4_l5_i34)
    add: (NOT-rcnot l4_l5_i34)
    del: (rcnot l4_l5_i34)
  (apply_cnot_l4_l5_i34 p11 p12), cost: 1
    pre: (NOT-rcnot l3_l5_i30) (NOT-rcnot l4_l5_i15) (mapped l4 p11) (mapped l5 p12) (rcnot l4_l5_i34)
    add: (NOT-rcnot l4_l5_i34)
    del: (rcnot l4_l5_i34)
  (apply_cnot_l4_l5_i34 p11 p3), cost: 1
    pre: (NOT-rcnot l3_l5_i30) (NOT-rcnot l4_l5_i15) (mapped l4 p11) (mapped l5 p3) (rcnot l4_l5_i34)
    add: (NOT-rcnot l4_l5_i34)
    del: (rcnot l4_l5_i34)
  (apply_cnot_l4_l5_i34 p12 p2), cost: 1
    pre: (NOT-rcnot l3_l5_i30) (NOT-rcnot l4_l5_i15) (mapped l4 p12) (mapped l5 p2) (rcnot l4_l5_i34)
    add: (NOT-rcnot l4_l5_i34)
    del: (rcnot l4_l5_i34)
  (apply_cnot_l4_l5_i34 p13 p1), cost: 1
    pre: (NOT-rcnot l3_l5_i30) (NOT-rcnot l4_l5_i15) (mapped l4 p13) (mapped l5 p1) (rcnot l4_l5_i34)
    add: (NOT-rcnot l4_l5_i34)
    del: (rcnot l4_l5_i34)
  (apply_cnot_l4_l5_i34 p13 p12), cost: 1
    pre: (NOT-rcnot l3_l5_i30) (NOT-rcnot l4_l5_i15) (mapped l4 p13) (mapped l5 p12) (rcnot l4_l5_i34)
    add: (NOT-rcnot l4_l5_i34)
    del: (rcnot l4_l5_i34)
  (apply_cnot_l4_l5_i34 p2 p3), cost: 1
    pre: (NOT-rcnot l3_l5_i30) (NOT-rcnot l4_l5_i15) (mapped l4 p2) (mapped l5 p3) (rcnot l4_l5_i34)
    add: (NOT-rcnot l4_l5_i34)
    del: (rcnot l4_l5_i34)
  (apply_cnot_l4_l5_i34 p4 p10), cost: 1
    pre: (NOT-rcnot l3_l5_i30) (NOT-rcnot l4_l5_i15) (mapped l4 p4) (mapped l5 p10) (rcnot l4_l5_i34)
    add: (NOT-rcnot l4_l5_i34)
    del: (rcnot l4_l5_i34)
  (apply_cnot_l4_l5_i34 p4 p3), cost: 1
    pre: (NOT-rcnot l3_l5_i30) (NOT-rcnot l4_l5_i15) (mapped l4 p4) (mapped l5 p3) (rcnot l4_l5_i34)
    add: (NOT-rcnot l4_l5_i34)
    del: (rcnot l4_l5_i34)
  (apply_cnot_l4_l5_i34 p5 p4), cost: 1
    pre: (NOT-rcnot l3_l5_i30) (NOT-rcnot l4_l5_i15) (mapped l4 p5) (mapped l5 p4) (rcnot l4_l5_i34)
    add: (NOT-rcnot l4_l5_i34)
    del: (rcnot l4_l5_i34)
  (apply_cnot_l4_l5_i34 p5 p6), cost: 1
    pre: (NOT-rcnot l3_l5_i30) (NOT-rcnot l4_l5_i15) (mapped l4 p5) (mapped l5 p6) (rcnot l4_l5_i34)
    add: (NOT-rcnot l4_l5_i34)
    del: (rcnot l4_l5_i34)
  (apply_cnot_l4_l5_i34 p5 p9), cost: 1
    pre: (NOT-rcnot l3_l5_i30) (NOT-rcnot l4_l5_i15) (mapped l4 p5) (mapped l5 p9) (rcnot l4_l5_i34)
    add: (NOT-rcnot l4_l5_i34)
    del: (rcnot l4_l5_i34)
  (apply_cnot_l4_l5_i34 p6 p8), cost: 1
    pre: (NOT-rcnot l3_l5_i30) (NOT-rcnot l4_l5_i15) (mapped l4 p6) (mapped l5 p8) (rcnot l4_l5_i34)
    add: (NOT-rcnot l4_l5_i34)
    del: (rcnot l4_l5_i34)
  (apply_cnot_l4_l5_i34 p7 p8), cost: 1
    pre: (NOT-rcnot l3_l5_i30) (NOT-rcnot l4_l5_i15) (mapped l4 p7) (mapped l5 p8) (rcnot l4_l5_i34)
    add: (NOT-rcnot l4_l5_i34)
    del: (rcnot l4_l5_i34)
  (apply_cnot_l4_l5_i34 p9 p10), cost: 1
    pre: (NOT-rcnot l3_l5_i30) (NOT-rcnot l4_l5_i15) (mapped l4 p9) (mapped l5 p10) (rcnot l4_l5_i34)
    add: (NOT-rcnot l4_l5_i34)
    del: (rcnot l4_l5_i34)
  (apply_cnot_l4_l5_i34 p9 p8), cost: 1
    pre: (NOT-rcnot l3_l5_i30) (NOT-rcnot l4_l5_i15) (mapped l4 p9) (mapped l5 p8) (rcnot l4_l5_i34)
    add: (NOT-rcnot l4_l5_i34)
    del: (rcnot l4_l5_i34)
  (apply_cnot_l4_l5_i38 p1 p0), cost: 1
    pre: (NOT-rcnot l2_l5_i36) (NOT-rcnot l4_l5_i34) (mapped l4 p1) (mapped l5 p0) (rcnot l4_l5_i38)
    add: (NOT-rcnot l4_l5_i38)
    del: (rcnot l4_l5_i38)
  (apply_cnot_l4_l5_i38 p1 p2), cost: 1
    pre: (NOT-rcnot l2_l5_i36) (NOT-rcnot l4_l5_i34) (mapped l4 p1) (mapped l5 p2) (rcnot l4_l5_i38)
    add: (NOT-rcnot l4_l5_i38)
    del: (rcnot l4_l5_i38)
  (apply_cnot_l4_l5_i38 p11 p10), cost: 1
    pre: (NOT-rcnot l2_l5_i36) (NOT-rcnot l4_l5_i34) (mapped l4 p11) (mapped l5 p10) (rcnot l4_l5_i38)
    add: (NOT-rcnot l4_l5_i38)
    del: (rcnot l4_l5_i38)
  (apply_cnot_l4_l5_i38 p11 p12), cost: 1
    pre: (NOT-rcnot l2_l5_i36) (NOT-rcnot l4_l5_i34) (mapped l4 p11) (mapped l5 p12) (rcnot l4_l5_i38)
    add: (NOT-rcnot l4_l5_i38)
    del: (rcnot l4_l5_i38)
  (apply_cnot_l4_l5_i38 p11 p3), cost: 1
    pre: (NOT-rcnot l2_l5_i36) (NOT-rcnot l4_l5_i34) (mapped l4 p11) (mapped l5 p3) (rcnot l4_l5_i38)
    add: (NOT-rcnot l4_l5_i38)
    del: (rcnot l4_l5_i38)
  (apply_cnot_l4_l5_i38 p12 p2), cost: 1
    pre: (NOT-rcnot l2_l5_i36) (NOT-rcnot l4_l5_i34) (mapped l4 p12) (mapped l5 p2) (rcnot l4_l5_i38)
    add: (NOT-rcnot l4_l5_i38)
    del: (rcnot l4_l5_i38)
  (apply_cnot_l4_l5_i38 p13 p1), cost: 1
    pre: (NOT-rcnot l2_l5_i36) (NOT-rcnot l4_l5_i34) (mapped l4 p13) (mapped l5 p1) (rcnot l4_l5_i38)
    add: (NOT-rcnot l4_l5_i38)
    del: (rcnot l4_l5_i38)
  (apply_cnot_l4_l5_i38 p13 p12), cost: 1
    pre: (NOT-rcnot l2_l5_i36) (NOT-rcnot l4_l5_i34) (mapped l4 p13) (mapped l5 p12) (rcnot l4_l5_i38)
    add: (NOT-rcnot l4_l5_i38)
    del: (rcnot l4_l5_i38)
  (apply_cnot_l4_l5_i38 p2 p3), cost: 1
    pre: (NOT-rcnot l2_l5_i36) (NOT-rcnot l4_l5_i34) (mapped l4 p2) (mapped l5 p3) (rcnot l4_l5_i38)
    add: (NOT-rcnot l4_l5_i38)
    del: (rcnot l4_l5_i38)
  (apply_cnot_l4_l5_i38 p4 p10), cost: 1
    pre: (NOT-rcnot l2_l5_i36) (NOT-rcnot l4_l5_i34) (mapped l4 p4) (mapped l5 p10) (rcnot l4_l5_i38)
    add: (NOT-rcnot l4_l5_i38)
    del: (rcnot l4_l5_i38)
  (apply_cnot_l4_l5_i38 p4 p3), cost: 1
    pre: (NOT-rcnot l2_l5_i36) (NOT-rcnot l4_l5_i34) (mapped l4 p4) (mapped l5 p3) (rcnot l4_l5_i38)
    add: (NOT-rcnot l4_l5_i38)
    del: (rcnot l4_l5_i38)
  (apply_cnot_l4_l5_i38 p5 p4), cost: 1
    pre: (NOT-rcnot l2_l5_i36) (NOT-rcnot l4_l5_i34) (mapped l4 p5) (mapped l5 p4) (rcnot l4_l5_i38)
    add: (NOT-rcnot l4_l5_i38)
    del: (rcnot l4_l5_i38)
  (apply_cnot_l4_l5_i38 p5 p6), cost: 1
    pre: (NOT-rcnot l2_l5_i36) (NOT-rcnot l4_l5_i34) (mapped l4 p5) (mapped l5 p6) (rcnot l4_l5_i38)
    add: (NOT-rcnot l4_l5_i38)
    del: (rcnot l4_l5_i38)
  (apply_cnot_l4_l5_i38 p5 p9), cost: 1
    pre: (NOT-rcnot l2_l5_i36) (NOT-rcnot l4_l5_i34) (mapped l4 p5) (mapped l5 p9) (rcnot l4_l5_i38)
    add: (NOT-rcnot l4_l5_i38)
    del: (rcnot l4_l5_i38)
  (apply_cnot_l4_l5_i38 p6 p8), cost: 1
    pre: (NOT-rcnot l2_l5_i36) (NOT-rcnot l4_l5_i34) (mapped l4 p6) (mapped l5 p8) (rcnot l4_l5_i38)
    add: (NOT-rcnot l4_l5_i38)
    del: (rcnot l4_l5_i38)
  (apply_cnot_l4_l5_i38 p7 p8), cost: 1
    pre: (NOT-rcnot l2_l5_i36) (NOT-rcnot l4_l5_i34) (mapped l4 p7) (mapped l5 p8) (rcnot l4_l5_i38)
    add: (NOT-rcnot l4_l5_i38)
    del: (rcnot l4_l5_i38)
  (apply_cnot_l4_l5_i38 p9 p10), cost: 1
    pre: (NOT-rcnot l2_l5_i36) (NOT-rcnot l4_l5_i34) (mapped l4 p9) (mapped l5 p10) (rcnot l4_l5_i38)
    add: (NOT-rcnot l4_l5_i38)
    del: (rcnot l4_l5_i38)
  (apply_cnot_l4_l5_i38 p9 p8), cost: 1
    pre: (NOT-rcnot l2_l5_i36) (NOT-rcnot l4_l5_i34) (mapped l4 p9) (mapped l5 p8) (rcnot l4_l5_i38)
    add: (NOT-rcnot l4_l5_i38)
    del: (rcnot l4_l5_i38)
  (apply_cnot_l5_l6_i21 p1 p0), cost: 1
    pre: (NOT-initialized p0) (NOT-rcnot l2_l5_i17) (mapped l5 p1) (rcnot l5_l6_i21)
    add: (NOT-rcnot l5_l6_i21) (mapped l6 p0)
    del: (NOT-initialized p0) (NOT-occupied_pqubit p0) (rcnot l5_l6_i21)
  (apply_cnot_l5_l6_i21 p1 p2), cost: 1
    pre: (NOT-initialized p2) (NOT-rcnot l2_l5_i17) (mapped l5 p1) (rcnot l5_l6_i21)
    add: (NOT-rcnot l5_l6_i21) (mapped l6 p2)
    del: (NOT-initialized p2) (NOT-occupied_pqubit p2) (rcnot l5_l6_i21)
  (apply_cnot_l5_l6_i21 p11 p10), cost: 1
    pre: (NOT-initialized p10) (NOT-rcnot l2_l5_i17) (mapped l5 p11) (rcnot l5_l6_i21)
    add: (NOT-rcnot l5_l6_i21) (mapped l6 p10)
    del: (NOT-initialized p10) (NOT-occupied_pqubit p10) (rcnot l5_l6_i21)
  (apply_cnot_l5_l6_i21 p11 p12), cost: 1
    pre: (NOT-initialized p12) (NOT-rcnot l2_l5_i17) (mapped l5 p11) (rcnot l5_l6_i21)
    add: (NOT-rcnot l5_l6_i21) (mapped l6 p12)
    del: (NOT-initialized p12) (NOT-occupied_pqubit p12) (rcnot l5_l6_i21)
  (apply_cnot_l5_l6_i21 p11 p3), cost: 1
    pre: (NOT-initialized p3) (NOT-rcnot l2_l5_i17) (mapped l5 p11) (rcnot l5_l6_i21)
    add: (NOT-rcnot l5_l6_i21) (mapped l6 p3)
    del: (NOT-initialized p3) (NOT-occupied_pqubit p3) (rcnot l5_l6_i21)
  (apply_cnot_l5_l6_i21 p12 p2), cost: 1
    pre: (NOT-initialized p2) (NOT-rcnot l2_l5_i17) (mapped l5 p12) (rcnot l5_l6_i21)
    add: (NOT-rcnot l5_l6_i21) (mapped l6 p2)
    del: (NOT-initialized p2) (NOT-occupied_pqubit p2) (rcnot l5_l6_i21)
  (apply_cnot_l5_l6_i21 p13 p1), cost: 1
    pre: (NOT-initialized p1) (NOT-rcnot l2_l5_i17) (mapped l5 p13) (rcnot l5_l6_i21)
    add: (NOT-rcnot l5_l6_i21) (mapped l6 p1)
    del: (NOT-initialized p1) (NOT-occupied_pqubit p1) (rcnot l5_l6_i21)
  (apply_cnot_l5_l6_i21 p13 p12), cost: 1
    pre: (NOT-initialized p12) (NOT-rcnot l2_l5_i17) (mapped l5 p13) (rcnot l5_l6_i21)
    add: (NOT-rcnot l5_l6_i21) (mapped l6 p12)
    del: (NOT-initialized p12) (NOT-occupied_pqubit p12) (rcnot l5_l6_i21)
  (apply_cnot_l5_l6_i21 p2 p3), cost: 1
    pre: (NOT-initialized p3) (NOT-rcnot l2_l5_i17) (mapped l5 p2) (rcnot l5_l6_i21)
    add: (NOT-rcnot l5_l6_i21) (mapped l6 p3)
    del: (NOT-initialized p3) (NOT-occupied_pqubit p3) (rcnot l5_l6_i21)
  (apply_cnot_l5_l6_i21 p4 p10), cost: 1
    pre: (NOT-initialized p10) (NOT-rcnot l2_l5_i17) (mapped l5 p4) (rcnot l5_l6_i21)
    add: (NOT-rcnot l5_l6_i21) (mapped l6 p10)
    del: (NOT-initialized p10) (NOT-occupied_pqubit p10) (rcnot l5_l6_i21)
  (apply_cnot_l5_l6_i21 p4 p3), cost: 1
    pre: (NOT-initialized p3) (NOT-rcnot l2_l5_i17) (mapped l5 p4) (rcnot l5_l6_i21)
    add: (NOT-rcnot l5_l6_i21) (mapped l6 p3)
    del: (NOT-initialized p3) (NOT-occupied_pqubit p3) (rcnot l5_l6_i21)
  (apply_cnot_l5_l6_i21 p5 p4), cost: 1
    pre: (NOT-initialized p4) (NOT-rcnot l2_l5_i17) (mapped l5 p5) (rcnot l5_l6_i21)
    add: (NOT-rcnot l5_l6_i21) (mapped l6 p4)
    del: (NOT-initialized p4) (NOT-occupied_pqubit p4) (rcnot l5_l6_i21)
  (apply_cnot_l5_l6_i21 p5 p6), cost: 1
    pre: (NOT-initialized p6) (NOT-rcnot l2_l5_i17) (mapped l5 p5) (rcnot l5_l6_i21)
    add: (NOT-rcnot l5_l6_i21) (mapped l6 p6)
    del: (NOT-initialized p6) (NOT-occupied_pqubit p6) (rcnot l5_l6_i21)
  (apply_cnot_l5_l6_i21 p5 p9), cost: 1
    pre: (NOT-initialized p9) (NOT-rcnot l2_l5_i17) (mapped l5 p5) (rcnot l5_l6_i21)
    add: (NOT-rcnot l5_l6_i21) (mapped l6 p9)
    del: (NOT-initialized p9) (NOT-occupied_pqubit p9) (rcnot l5_l6_i21)
  (apply_cnot_l5_l6_i21 p6 p8), cost: 1
    pre: (NOT-initialized p8) (NOT-rcnot l2_l5_i17) (mapped l5 p6) (rcnot l5_l6_i21)
    add: (NOT-rcnot l5_l6_i21) (mapped l6 p8)
    del: (NOT-initialized p8) (NOT-occupied_pqubit p8) (rcnot l5_l6_i21)
  (apply_cnot_l5_l6_i21 p7 p8), cost: 1
    pre: (NOT-initialized p8) (NOT-rcnot l2_l5_i17) (mapped l5 p7) (rcnot l5_l6_i21)
    add: (NOT-rcnot l5_l6_i21) (mapped l6 p8)
    del: (NOT-initialized p8) (NOT-occupied_pqubit p8) (rcnot l5_l6_i21)
  (apply_cnot_l5_l6_i21 p9 p10), cost: 1
    pre: (NOT-initialized p10) (NOT-rcnot l2_l5_i17) (mapped l5 p9) (rcnot l5_l6_i21)
    add: (NOT-rcnot l5_l6_i21) (mapped l6 p10)
    del: (NOT-initialized p10) (NOT-occupied_pqubit p10) (rcnot l5_l6_i21)
  (apply_cnot_l5_l6_i21 p9 p8), cost: 1
    pre: (NOT-initialized p8) (NOT-rcnot l2_l5_i17) (mapped l5 p9) (rcnot l5_l6_i21)
    add: (NOT-rcnot l5_l6_i21) (mapped l6 p8)
    del: (NOT-initialized p8) (NOT-occupied_pqubit p8) (rcnot l5_l6_i21)
  (apply_cnot_l5_l6_i25 p1 p0), cost: 1
    pre: (NOT-rcnot l3_l6_i23) (NOT-rcnot l5_l6_i21) (mapped l5 p1) (mapped l6 p0) (rcnot l5_l6_i25)
    add: (NOT-rcnot l5_l6_i25)
    del: (rcnot l5_l6_i25)
  (apply_cnot_l5_l6_i25 p1 p2), cost: 1
    pre: (NOT-rcnot l3_l6_i23) (NOT-rcnot l5_l6_i21) (mapped l5 p1) (mapped l6 p2) (rcnot l5_l6_i25)
    add: (NOT-rcnot l5_l6_i25)
    del: (rcnot l5_l6_i25)
  (apply_cnot_l5_l6_i25 p11 p10), cost: 1
    pre: (NOT-rcnot l3_l6_i23) (NOT-rcnot l5_l6_i21) (mapped l5 p11) (mapped l6 p10) (rcnot l5_l6_i25)
    add: (NOT-rcnot l5_l6_i25)
    del: (rcnot l5_l6_i25)
  (apply_cnot_l5_l6_i25 p11 p12), cost: 1
    pre: (NOT-rcnot l3_l6_i23) (NOT-rcnot l5_l6_i21) (mapped l5 p11) (mapped l6 p12) (rcnot l5_l6_i25)
    add: (NOT-rcnot l5_l6_i25)
    del: (rcnot l5_l6_i25)
  (apply_cnot_l5_l6_i25 p11 p3), cost: 1
    pre: (NOT-rcnot l3_l6_i23) (NOT-rcnot l5_l6_i21) (mapped l5 p11) (mapped l6 p3) (rcnot l5_l6_i25)
    add: (NOT-rcnot l5_l6_i25)
    del: (rcnot l5_l6_i25)
  (apply_cnot_l5_l6_i25 p12 p2), cost: 1
    pre: (NOT-rcnot l3_l6_i23) (NOT-rcnot l5_l6_i21) (mapped l5 p12) (mapped l6 p2) (rcnot l5_l6_i25)
    add: (NOT-rcnot l5_l6_i25)
    del: (rcnot l5_l6_i25)
  (apply_cnot_l5_l6_i25 p13 p1), cost: 1
    pre: (NOT-rcnot l3_l6_i23) (NOT-rcnot l5_l6_i21) (mapped l5 p13) (mapped l6 p1) (rcnot l5_l6_i25)
    add: (NOT-rcnot l5_l6_i25)
    del: (rcnot l5_l6_i25)
  (apply_cnot_l5_l6_i25 p13 p12), cost: 1
    pre: (NOT-rcnot l3_l6_i23) (NOT-rcnot l5_l6_i21) (mapped l5 p13) (mapped l6 p12) (rcnot l5_l6_i25)
    add: (NOT-rcnot l5_l6_i25)
    del: (rcnot l5_l6_i25)
  (apply_cnot_l5_l6_i25 p2 p3), cost: 1
    pre: (NOT-rcnot l3_l6_i23) (NOT-rcnot l5_l6_i21) (mapped l5 p2) (mapped l6 p3) (rcnot l5_l6_i25)
    add: (NOT-rcnot l5_l6_i25)
    del: (rcnot l5_l6_i25)
  (apply_cnot_l5_l6_i25 p4 p10), cost: 1
    pre: (NOT-rcnot l3_l6_i23) (NOT-rcnot l5_l6_i21) (mapped l5 p4) (mapped l6 p10) (rcnot l5_l6_i25)
    add: (NOT-rcnot l5_l6_i25)
    del: (rcnot l5_l6_i25)
  (apply_cnot_l5_l6_i25 p4 p3), cost: 1
    pre: (NOT-rcnot l3_l6_i23) (NOT-rcnot l5_l6_i21) (mapped l5 p4) (mapped l6 p3) (rcnot l5_l6_i25)
    add: (NOT-rcnot l5_l6_i25)
    del: (rcnot l5_l6_i25)
  (apply_cnot_l5_l6_i25 p5 p4), cost: 1
    pre: (NOT-rcnot l3_l6_i23) (NOT-rcnot l5_l6_i21) (mapped l5 p5) (mapped l6 p4) (rcnot l5_l6_i25)
    add: (NOT-rcnot l5_l6_i25)
    del: (rcnot l5_l6_i25)
  (apply_cnot_l5_l6_i25 p5 p6), cost: 1
    pre: (NOT-rcnot l3_l6_i23) (NOT-rcnot l5_l6_i21) (mapped l5 p5) (mapped l6 p6) (rcnot l5_l6_i25)
    add: (NOT-rcnot l5_l6_i25)
    del: (rcnot l5_l6_i25)
  (apply_cnot_l5_l6_i25 p5 p9), cost: 1
    pre: (NOT-rcnot l3_l6_i23) (NOT-rcnot l5_l6_i21) (mapped l5 p5) (mapped l6 p9) (rcnot l5_l6_i25)
    add: (NOT-rcnot l5_l6_i25)
    del: (rcnot l5_l6_i25)
  (apply_cnot_l5_l6_i25 p6 p8), cost: 1
    pre: (NOT-rcnot l3_l6_i23) (NOT-rcnot l5_l6_i21) (mapped l5 p6) (mapped l6 p8) (rcnot l5_l6_i25)
    add: (NOT-rcnot l5_l6_i25)
    del: (rcnot l5_l6_i25)
  (apply_cnot_l5_l6_i25 p7 p8), cost: 1
    pre: (NOT-rcnot l3_l6_i23) (NOT-rcnot l5_l6_i21) (mapped l5 p7) (mapped l6 p8) (rcnot l5_l6_i25)
    add: (NOT-rcnot l5_l6_i25)
    del: (rcnot l5_l6_i25)
  (apply_cnot_l5_l6_i25 p9 p10), cost: 1
    pre: (NOT-rcnot l3_l6_i23) (NOT-rcnot l5_l6_i21) (mapped l5 p9) (mapped l6 p10) (rcnot l5_l6_i25)
    add: (NOT-rcnot l5_l6_i25)
    del: (rcnot l5_l6_i25)
  (apply_cnot_l5_l6_i25 p9 p8), cost: 1
    pre: (NOT-rcnot l3_l6_i23) (NOT-rcnot l5_l6_i21) (mapped l5 p9) (mapped l6 p8) (rcnot l5_l6_i25)
    add: (NOT-rcnot l5_l6_i25)
    del: (rcnot l5_l6_i25)
  (swap l0 l1 p1 p0), cost: 1
    pre: (mapped l0 p1) (mapped l1 p0)
    add: (mapped l0 p0) (mapped l1 p1)
    del: (mapped l0 p1) (mapped l1 p0)
  (swap l0 l1 p1 p2), cost: 1
    pre: (mapped l0 p1) (mapped l1 p2)
    add: (mapped l0 p2) (mapped l1 p1)
    del: (mapped l0 p1) (mapped l1 p2)
  (swap l0 l1 p11 p10), cost: 1
    pre: (mapped l0 p11) (mapped l1 p10)
    add: (mapped l0 p10) (mapped l1 p11)
    del: (mapped l0 p11) (mapped l1 p10)
  (swap l0 l1 p11 p12), cost: 1
    pre: (mapped l0 p11) (mapped l1 p12)
    add: (mapped l0 p12) (mapped l1 p11)
    del: (mapped l0 p11) (mapped l1 p12)
  (swap l0 l1 p11 p3), cost: 1
    pre: (mapped l0 p11) (mapped l1 p3)
    add: (mapped l0 p3) (mapped l1 p11)
    del: (mapped l0 p11) (mapped l1 p3)
  (swap l0 l1 p12 p2), cost: 1
    pre: (mapped l0 p12) (mapped l1 p2)
    add: (mapped l0 p2) (mapped l1 p12)
    del: (mapped l0 p12) (mapped l1 p2)
  (swap l0 l1 p13 p1), cost: 1
    pre: (mapped l0 p13) (mapped l1 p1)
    add: (mapped l0 p1) (mapped l1 p13)
    del: (mapped l0 p13) (mapped l1 p1)
  (swap l0 l1 p13 p12), cost: 1
    pre: (mapped l0 p13) (mapped l1 p12)
    add: (mapped l0 p12) (mapped l1 p13)
    del: (mapped l0 p13) (mapped l1 p12)
  (swap l0 l1 p2 p3), cost: 1
    pre: (mapped l0 p2) (mapped l1 p3)
    add: (mapped l0 p3) (mapped l1 p2)
    del: (mapped l0 p2) (mapped l1 p3)
  (swap l0 l1 p4 p10), cost: 1
    pre: (mapped l0 p4) (mapped l1 p10)
    add: (mapped l0 p10) (mapped l1 p4)
    del: (mapped l0 p4) (mapped l1 p10)
  (swap l0 l1 p4 p3), cost: 1
    pre: (mapped l0 p4) (mapped l1 p3)
    add: (mapped l0 p3) (mapped l1 p4)
    del: (mapped l0 p4) (mapped l1 p3)
  (swap l0 l1 p5 p4), cost: 1
